stator_od,stack_length,airgap,turns_per_coil,magnet_rem,slot_pole_combo,Kv,Torque,Kt_theoretical,Bg,Weight_kg
78.5,18.8,0.79,49,1.18,12N10P,38.7,0.436,0.2453,0.94,0.43
47.2,31.4,0.74,17,1.13,24N20P,55.9,0.138,0.1605,0.9,0.26
55.4,54.1,0.6,33,1.13,24N20P,14.1,0.57,0.641,0.9,0.61
118.6,16.7,0.84,46,1.22,36N30P,9.1,1.9,0.9686,0.98,0.86
98.5,55.3,0.62,65,1.23,24N20P,3.9,3.06,2.5368,0.98,1.97
85.6,10.8,0.51,36,1.28,36N30P,26.7,0.321,0.3726,1.02,0.29
117.6,25.8,0.92,13,1.16,9N6P,96.5,2.579,0.0994,0.93,1.31
80.9,38.3,0.65,48,1.14,24N22P,9.5,1.209,0.9818,0.91,0.92
78.8,55.6,0.68,85,1.1,9N6P,9.8,1.786,0.8877,0.88,1.27
93.6,23.2,0.9,24,1.27,12N8P,46.5,0.869,0.1906,1.02,0.75
116.8,11.0,0.86,19,1.23,24N20P,52.0,0.846,0.1743,0.98,0.55
89.5,36.2,0.76,99,1.26,12N14P,8.1,1.776,1.1683,1.01,1.07
55.1,44.5,0.63,25,1.11,9N6P,64.2,0.325,0.146,0.89,0.5
61.4,28.8,0.96,70,1.1,12N8P,25.0,0.411,0.384,0.88,0.4
76.3,47.5,0.65,90,1.22,12N14P,8.2,1.146,1.1502,0.98,1.02
69.5,13.2,0.8,44,1.11,24N22P,35.9,0.172,0.2564,0.89,0.23
100.7,53.3,0.59,98,1.19,24N22P,2.7,3.429,3.6515,0.95,1.99
51.0,52.0,0.92,14,1.23,12N10P,80.0,0.372,0.1277,0.98,0.5
102.1,27.7,0.69,53,1.28,24N22P,8.2,2.063,1.1159,1.02,1.06
50.8,42.8,0.57,96,1.23,9N6P,17.2,0.315,0.5514,0.98,0.41
108.8,13.0,0.51,46,1.24,12N8P,41.0,0.883,0.2363,0.99,0.57
58.0,32.5,0.7,70,1.18,12N14P,21.8,0.306,0.4446,0.94,0.4
57.2,13.6,0.75,31,1.26,36N30P,37.2,0.175,0.2593,1.01,0.16
93.7,26.8,0.86,88,1.22,12N14P,12.3,1.37,0.7775,0.98,0.86
98.5,45.2,0.78,69,1.15,12N14P,8.7,2.291,1.0233,0.92,1.61
108.1,24.8,0.88,85,1.2,12N8P,11.5,1.918,0.7914,0.96,1.07
47.6,38.6,0.61,75,1.12,12N10P,22.7,0.204,0.4395,0.9,0.32
84.0,39.1,0.58,66,1.27,24N20P,6.1,1.34,1.6003,1.02,1.01
92.5,33.9,0.83,35,1.16,12N8P,22.4,1.513,0.3674,0.93,1.07
48.8,49.4,0.73,81,1.12,18N16P,10.1,0.324,0.9273,0.9,0.43
58.9,21.8,0.99,35,1.27,12N8P,62.8,0.262,0.1603,1.02,0.28
43.6,34.8,0.68,19,1.25,12N14P,100.5,0.165,0.1016,1.0,0.24
54.7,49.7,0.63,30,1.25,12N10P,31.2,0.459,0.2916,1.0,0.55
68.3,45.1,0.69,53,1.27,12N14P,16.1,1.056,0.596,1.02,0.77
79.9,10.3,0.74,94,1.12,24N22P,18.4,0.279,0.4996,0.9,0.24
85.6,23.1,0.55,23,1.13,24N20P,31.4,0.688,0.2992,0.9,0.62
104.9,31.0,0.93,60,1.14,12N10P,15.8,1.985,0.6422,0.91,1.25
101.4,28.9,0.7,99,1.25,12N14P,8.6,1.49,1.054,1.0,1.09
92.2,59.2,0.94,99,1.19,24N20P,2.6,3.098,3.696,0.95,1.85
110.7,41.0,0.69,70,1.16,12N8P,9.2,2.886,1.0736,0.93,1.85
54.3,35.7,0.99,61,1.11,18N16P,15.1,0.238,0.5501,0.89,0.39
67.9,59.3,0.91,76,1.13,12N14P,9.5,0.806,0.9828,0.9,1.0
118.0,38.2,0.6,19,1.22,12N8P,31.8,4.11,0.3056,0.98,1.96
115.9,41.6,0.82,87,1.3,9N6P,8.9,4.812,1.188,1.04,2.05
59.5,12.3,0.95,53,1.17,9N6P,92.0,0.174,0.0959,0.94,0.16
114.8,46.3,0.83,47,1.27,24N20P,4.6,3.125,1.8422,1.02,2.24
47.5,23.3,0.62,44,1.12,24N22P,31.9,0.127,0.3104,0.9,0.19
105.0,35.3,0.71,23,1.23,12N8P,29.0,2.226,0.3049,0.98,1.43
94.9,16.0,0.86,67,1.13,9N6P,41.7,0.91,0.2487,0.9,0.53
87.4,12.9,0.91,31,1.23,18N16P,52.6,0.619,0.1852,0.98,0.36
42.6,28.7,0.96,32,1.17,12N10P,81.7,0.112,0.1259,0.94,0.19
60.6,19.7,0.98,46,1.25,36N30P,15.1,0.198,0.5796,1.0,0.27
48.3,36.2,0.64,99,1.3,18N16P,9.8,0.29,0.9598,1.04,0.31
99.6,17.5,0.83,33,1.26,9N6P,62.7,0.864,0.1572,1.01,0.64
59.2,18.3,0.74,47,1.1,36N30P,19.5,0.16,0.4791,0.88,0.24
92.2,31.2,0.86,23,1.26,12N10P,40.1,1.701,0.2403,1.01,0.97
94.0,50.9,0.73,36,1.17,18N16P,11.1,1.772,0.876,0.94,1.65
76.3,19.4,0.56,95,1.12,12N14P,21.3,0.356,0.4571,0.9,0.42
89.7,12.8,0.61,22,1.16,12N10P,113.6,0.511,0.0852,0.93,0.38
55.7,15.6,0.53,23,1.18,24N20P,66.5,0.129,0.1359,0.94,0.18
95.1,31.4,0.74,65,1.24,12N10P,14.1,1.383,0.6974,0.99,1.04
85.2,44.7,0.99,54,1.19,18N16P,9.3,1.198,1.0498,0.95,1.19
46.3,25.7,0.84,20,1.13,18N16P,87.8,0.129,0.1127,0.9,0.2
74.4,25.3,0.98,56,1.22,24N20P,14.0,0.644,0.7316,0.98,0.51
54.8,17.2,0.74,11,1.18,12N8P,280.7,0.153,0.0348,0.94,0.19
87.7,12.8,0.96,60,1.22,12N8P,39.7,0.63,0.2355,0.98,0.36
45.4,27.6,0.88,19,1.29,12N10P,115.6,0.123,0.0855,1.03,0.21
88.0,16.7,0.68,84,1.25,12N10P,22.6,0.807,0.4472,1.0,0.48
75.8,16.7,0.96,35,1.22,12N10P,56.6,0.412,0.154,0.98,0.35
52.3,48.5,0.59,87,1.27,36N30P,4.2,0.328,2.4073,1.02,0.49
114.3,46.8,0.55,45,1.29,24N20P,5.1,4.032,1.818,1.03,2.25
44.5,10.8,0.89,81,1.15,12N10P,67.7,0.042,0.1243,0.92,0.08
69.9,59.2,0.54,83,1.2,24N22P,3.6,1.247,2.3891,0.96,1.06
92.6,24.9,0.59,90,1.23,12N10P,12.7,1.238,0.7432,0.98,0.78
43.2,42.3,0.74,53,1.22,12N8P,28.4,0.205,0.3314,0.98,0.29
67.7,28.4,0.53,69,1.15,9N6P,29.6,0.593,0.3315,0.92,0.48
55.1,46.1,0.62,33,1.24,12N14P,30.9,0.511,0.2976,0.99,0.51
46.5,34.8,0.66,76,1.24,18N16P,14.6,0.227,0.6483,0.99,0.28
90.1,24.0,0.88,64,1.11,9N6P,28.4,0.695,0.3316,0.89,0.72
78.7,23.8,0.98,82,1.27,36N30P,5.3,0.548,1.6686,1.02,0.54
110.5,56.0,0.55,66,1.29,18N16P,4.4,3.476,2.312,1.03,2.51
112.5,36.1,0.7,67,1.18,12N8P,10.4,3.012,0.9354,0.94,1.68
87.9,47.1,0.73,38,1.19,24N22P,9.2,1.859,1.0831,0.95,1.34
80.9,31.7,0.52,53,1.12,24N22P,10.2,0.792,0.8864,0.9,0.76
42.4,19.2,0.71,66,1.19,12N14P,48.4,0.063,0.1796,0.95,0.13
117.7,31.8,1.0,36,1.14,12N10P,22.2,3.154,0.444,0.91,1.62
85.7,43.5,0.97,84,1.11,9N6P,13.8,1.459,0.7463,0.89,1.17
80.6,55.8,0.56,18,1.13,18N16P,23.4,1.513,0.3988,0.9,1.33
93.9,29.3,0.55,11,1.16,12N8P,89.4,1.62,0.1024,0.93,0.95
64.5,31.5,0.53,42,1.22,12N8P,31.1,0.593,0.3012,0.98,0.48
103.8,40.3,0.65,16,1.17,12N10P,40.9,2.701,0.2281,0.94,1.6
94.5,18.8,0.89,14,1.1,12N8P,127.2,0.773,0.0788,0.88,0.62
92.3,34.2,0.61,16,1.1,12N10P,57.3,1.827,0.1616,0.88,1.07
61.5,34.4,0.8,10,1.15,9N6P,177.1,0.343,0.0519,0.92,0.48
77.0,36.1,0.78,86,1.1,36N30P,4.5,0.615,2.2676,0.88,0.79
107.5,20.9,0.92,93,1.25,24N20P,6.1,1.655,1.5097,1.0,0.89
82.7,55.3,0.69,47,1.29,12N10P,12.5,1.808,0.802,1.03,1.39
46.3,20.1,0.79,72,1.29,24N22P,18.4,0.137,0.485,1.03,0.16
113.8,43.4,0.9,90,1.17,9N6P,9.0,3.864,1.1298,0.94,2.07
96.7,39.8,0.94,62,1.11,12N14P,12.8,1.411,0.7624,0.89,1.37
116.7,18.1,0.97,21,1.13,9N6P,83.5,1.446,0.1087,0.9,0.91
85.2,13.4,0.53,26,1.17,24N22P,45.2,0.566,0.2024,0.94,0.36
41.0,23.6,0.66,71,1.23,12N8P,38.5,0.092,0.2379,0.98,0.15
109.4,27.2,0.77,55,1.22,24N22P,8.6,2.216,1.1601,0.98,1.2
64.7,11.4,0.6,13,1.11,12N10P,287.1,0.129,0.0307,0.89,0.18
103.7,25.5,0.92,40,1.22,36N30P,8.7,1.577,1.1176,0.98,1.01
45.1,40.1,0.99,49,1.14,12N10P,31.2,0.174,0.2785,0.91,0.3
47.8,24.2,0.91,28,1.12,36N30P,32.1,0.14,0.3032,0.9,0.2
73.0,12.0,0.79,26,1.24,12N14P,111.4,0.248,0.081,0.99,0.24
43.8,19.3,0.68,18,1.29,24N22P,90.0,0.113,0.1107,1.03,0.14
48.5,31.6,0.82,63,1.13,12N10P,29.6,0.169,0.3063,0.9,0.27
73.0,17.5,0.63,37,1.2,18N16P,43.7,0.33,0.2458,0.96,0.34
68.8,26.0,1.0,38,1.23,9N6P,55.8,0.45,0.1775,0.98,0.45
97.1,57.7,0.79,43,1.11,12N8P,11.9,2.174,0.774,0.89,2.0
46.8,23.8,0.83,55,1.23,36N30P,14.1,0.114,0.6327,0.98,0.19
81.2,49.8,0.54,60,1.3,12N14P,10.3,1.316,0.9175,1.04,1.21
62.9,12.0,0.67,14,1.11,36N30P,97.0,0.167,0.101,0.89,0.17
66.8,56.6,0.99,26,1.18,24N22P,15.3,1.022,0.6561,0.94,0.93
59.6,34.7,0.83,48,1.12,24N22P,15.6,0.473,0.6308,0.9,0.45
46.2,27.2,0.94,57,1.11,9N6P,59.6,0.114,0.1654,0.89,0.21
87.0,21.7,0.59,66,1.23,12N8P,22.2,0.697,0.4456,0.98,0.6
78.6,49.4,0.84,81,1.26,24N22P,4.4,1.277,2.2739,1.01,1.12
92.3,50.0,0.52,85,1.19,24N22P,3.7,2.516,2.7253,0.95,1.57
67.3,24.8,0.7,18,1.26,12N8P,95.5,0.398,0.1087,1.01,0.41
89.8,15.2,0.63,63,1.26,18N16P,21.1,0.619,0.4722,1.01,0.45
106.5,36.7,0.97,15,1.18,24N22P,21.4,2.962,0.3991,0.94,1.53
60.2,20.0,0.86,60,1.26,24N20P,18.1,0.318,0.5158,1.01,0.27
94.8,30.8,0.53,24,1.22,12N14P,41.0,1.151,0.2496,0.98,1.02
49.6,14.2,0.87,89,1.12,24N22P,25.8,0.086,0.3933,0.9,0.13
88.4,57.0,0.9,78,1.21,24N22P,3.3,2.315,2.7335,0.97,1.64
112.6,50.8,0.58,90,1.29,12N14P,5.2,4.79,1.9417,1.03,2.37
116.2,58.7,0.72,56,1.22,24N22P,3.4,4.598,2.7154,0.98,2.91
99.0,40.5,0.58,37,1.2,12N14P,18.9,2.177,0.5193,0.96,1.46
76.3,45.4,0.62,14,1.17,36N30P,18.6,1.134,0.4927,0.94,0.97
68.3,16.1,0.54,80,1.27,24N22P,14.6,0.288,0.6472,1.02,0.28
101.5,51.9,0.73,10,1.24,12N8P,47.2,3.254,0.1897,0.99,1.97
54.5,11.7,0.75,14,1.17,12N10P,336.3,0.12,0.0296,0.94,0.13
45.8,45.4,0.6,23,1.13,9N6P,89.6,0.223,0.1153,0.9,0.35
70.8,47.8,0.67,27,1.3,18N16P,20.1,0.896,0.5134,1.04,0.88
59.3,38.6,0.97,93,1.24,12N10P,12.2,0.428,0.7425,0.99,0.5
93.9,33.1,0.68,61,1.13,24N22P,7.9,1.669,1.2439,0.9,1.07
79.8,39.5,0.55,51,1.29,24N22P,7.5,1.483,1.2055,1.03,0.92
43.7,50.7,0.51,57,1.12,24N22P,11.9,0.161,0.8088,0.9,0.36
67.2,17.2,0.91,23,1.12,24N20P,58.0,0.248,0.1692,0.9,0.29
70.2,38.7,0.88,81,1.11,12N10P,14.8,0.803,0.6963,0.89,0.7
98.9,36.7,0.67,92,1.23,12N8P,8.2,2.22,1.1943,0.98,1.32
101.4,39.9,0.77,83,1.12,12N8P,8.4,1.634,1.0906,0.9,1.51
70.8,39.6,0.95,31,1.17,18N16P,20.6,0.872,0.4335,0.94,0.73
110.1,46.3,0.93,36,1.22,36N30P,4.9,2.887,1.9419,0.98,2.06
100.2,26.3,0.84,80,1.22,9N6P,17.5,1.718,0.5578,0.98,0.97
76.2,59.7,0.8,62,1.13,12N14P,10.9,1.522,0.915,0.9,1.27
60.9,20.6,0.73,26,1.21,36N30P,29.0,0.26,0.3382,0.97,0.28
99.2,18.9,0.91,89,1.27,9N6P,20.8,1.15,0.4584,1.02,0.68
41.7,23.8,0.96,33,1.11,18N16P,62.8,0.103,0.1498,0.89,0.15
52.6,49.2,0.58,48,1.12,18N16P,16.4,0.306,0.598,0.9,0.5
66.1,35.8,0.87,55,1.16,36N30P,7.4,0.563,1.2883,0.93,0.57
110.0,22.0,0.55,12,1.22,12N10P,94.5,1.599,0.1036,0.98,0.98
67.4,58.2,0.57,39,1.2,12N14P,16.9,1.223,0.5308,0.96,0.97
49.8,51.1,0.91,98,1.13,24N20P,5.9,0.306,1.5746,0.9,0.47
103.9,23.1,0.85,85,1.17,24N20P,7.2,1.271,1.3814,0.94,0.92
84.9,49.7,0.65,92,1.17,9N6P,9.6,1.617,0.9875,0.94,1.32
108.1,12.5,0.68,36,1.14,12N14P,59.0,0.916,0.1615,0.91,0.54
66.6,32.3,0.56,41,1.23,36N30P,10.0,0.606,0.9411,0.98,0.53
104.9,31.5,0.79,71,1.11,12N14P,12.2,1.944,0.7553,0.89,1.27
55.5,21.8,0.92,47,1.24,36N30P,16.6,0.231,0.5945,0.99,0.25
96.5,53.5,0.57,39,1.21,12N8P,12.7,3.218,0.7105,0.97,1.83
50.3,31.0,0.8,67,1.25,12N10P,29.7,0.225,0.3679,1.0,0.29
95.0,40.8,0.9,32,1.27,24N20P,10.8,2.461,0.9076,1.02,1.35
61.8,31.9,0.62,40,1.21,24N22P,17.3,0.437,0.5487,0.97,0.45
76.4,36.5,0.61,58,1.19,24N20P,8.9,0.753,1.1147,0.95,0.78
71.3,33.3,0.59,11,1.28,24N22P,52.8,0.864,0.1934,1.02,0.62
59.7,45.2,0.66,67,1.24,12N8P,15.1,0.582,0.6424,0.99,0.59
58.6,51.8,0.61,31,1.24,36N30P,9.4,0.67,1.0053,0.99,0.65
86.7,37.2,0.52,47,1.17,9N6P,23.9,1.259,0.3878,0.94,1.03
70.5,28.6,0.55,22,1.23,18N16P,39.3,0.503,0.2371,0.98,0.52
96.2,34.8,0.59,54,1.14,12N14P,16.1,1.72,0.6006,0.91,1.18
97.9,55.5,0.56,93,1.14,9N6P,7.5,3.126,1.2608,0.91,1.96
98.6,58.7,0.73,71,1.13,9N6P,9.0,2.898,1.0105,0.9,2.1
65.0,20.6,0.83,83,1.21,36N30P,8.4,0.299,1.1491,0.97,0.32
59.5,56.6,0.98,51,1.22,12N10P,15.6,0.779,0.5891,0.98,0.74
58.6,51.8,0.66,22,1.16,18N16P,28.9,0.703,0.3327,0.93,0.65
107.6,24.9,0.87,97,1.17,24N22P,5.2,1.862,1.7604,0.94,1.06
90.0,47.2,0.72,24,1.14,36N30P,8.5,1.926,1.0096,0.91,1.41
95.8,40.1,0.99,46,1.11,9N6P,22.2,1.724,0.4226,0.89,1.35
102.5,55.5,0.53,43,1.27,12N10P,11.4,4.083,0.9083,1.02,2.14
68.7,20.2,0.98,20,1.27,36N30P,32.5,0.443,0.2996,1.02,0.35
69.8,46.0,0.53,56,1.21,18N16P,10.6,1.111,0.9463,0.97,0.82
73.3,51.3,0.76,56,1.24,12N14P,12.7,1.386,0.75,0.99,1.01
81.9,34.6,0.77,20,1.18,12N14P,52.7,1.077,0.1927,0.94,0.85
63.5,15.7,0.64,36,1.25,9N6P,99.0,0.194,0.0967,1.0,0.23
118.4,26.1,0.83,61,1.25,24N20P,6.9,2.055,1.3692,1.0,1.34
116.0,45.4,0.92,65,1.28,12N14P,7.3,4.99,1.2691,1.02,2.25
67.9,11.9,0.8,44,1.23,36N30P,26.2,0.188,0.375,0.98,0.2
61.3,35.7,0.66,98,1.25,12N14P,13.4,0.591,0.7689,1.0,0.49
83.9,26.1,0.71,46,1.24,12N14P,27.3,0.964,0.3611,0.99,0.68
71.1,28.2,1.0,47,1.17,24N22P,14.5,0.549,0.6253,0.94,0.52
100.2,53.4,0.69,34,1.25,12N8P,14.7,3.405,0.661,1.0,1.97
78.0,23.0,0.66,74,1.24,24N20P,9.8,0.721,0.9518,0.99,0.51
105.4,58.3,0.7,68,1.19,9N6P,9.2,3.703,1.0849,0.95,2.38
61.7,16.8,0.96,56,1.17,9N6P,62.8,0.17,0.1437,0.94,0.24
115.9,46.0,0.7,40,1.17,12N10P,13.5,3.387,0.7273,0.94,2.27
53.2,20.2,0.58,55,1.17,24N22P,24.2,0.126,0.3965,0.94,0.21
116.2,38.8,0.84,83,1.29,36N30P,2.1,4.24,4.2045,1.03,1.93
116.1,44.1,0.99,23,1.16,24N22P,12.3,2.912,0.7897,0.93,2.18
80.7,23.2,0.81,79,1.28,9N6P,23.7,0.78,0.4083,1.02,0.56
45.1,12.3,0.92,85,1.12,9N6P,86.2,0.066,0.1098,0.9,0.09
58.0,58.0,0.82,51,1.2,12N8P,16.5,0.519,0.5836,0.96,0.72
69.5,45.1,0.67,92,1.1,36N30P,3.7,0.691,2.7401,0.88,0.8
53.3,52.9,0.59,10,1.27,24N20P,47.8,0.548,0.2052,1.02,0.55
88.9,37.9,0.5,87,1.12,24N20P,4.7,1.297,1.9168,0.9,1.1
52.5,38.8,0.67,49,1.27,24N22P,13.3,0.35,0.7221,1.02,0.39
63.4,15.5,0.84,71,1.19,9N6P,50.9,0.247,0.1771,0.95,0.23
83.8,46.5,0.98,98,1.23,12N14P,7.9,1.952,1.3429,0.98,1.2
118.2,26.9,0.71,13,1.28,18N16P,42.1,2.181,0.2314,1.02,1.38
58.8,56.8,0.61,80,1.18,24N22P,5.4,0.677,1.811,0.94,0.72
77.0,54.5,0.5,67,1.1,18N16P,7.8,1.364,1.3503,0.88,1.19
114.0,44.1,0.71,62,1.13,36N30P,3.2,3.51,3.0783,0.9,2.11
75.4,35.6,0.51,14,1.19,18N16P,47.0,0.802,0.1951,0.95,0.74
104.9,43.0,0.74,24,1.3,12N14P,23.4,3.051,0.4088,1.04,1.74
65.1,49.8,0.53,98,1.23,24N20P,3.8,0.973,2.2621,0.98,0.78
107.8,58.5,0.97,91,1.11,24N20P,2.5,3.669,3.6764,0.89,2.5
108.9,59.6,0.51,35,1.13,18N16P,7.9,3.526,1.1276,0.9,2.6
52.0,21.1,0.98,35,1.21,36N30P,25.1,0.193,0.3887,0.97,0.21
78.8,15.6,0.95,51,1.29,12N14P,39.0,0.531,0.2309,1.03,0.36
79.2,39.5,0.56,35,1.25,18N16P,15.9,0.895,0.5964,1.0,0.91
91.9,55.0,0.79,72,1.15,24N22P,3.9,1.653,2.4188,0.92,1.71
61.0,18.5,0.58,54,1.22,9N6P,59.4,0.255,0.1606,0.98,0.25
53.8,45.6,0.63,85,1.24,9N6P,16.7,0.442,0.5544,0.99,0.49
45.9,11.1,1.0,72,1.17,24N22P,39.2,0.054,0.2368,0.94,0.09
60.2,31.0,0.81,71,1.23,18N16P,14.3,0.349,0.6946,0.98,0.41
54.6,53.1,0.73,84,1.2,12N10P,11.2,0.598,0.8307,0.96,0.58
83.9,46.3,0.98,81,1.29,12N14P,7.9,1.294,1.1605,1.03,1.2
89.7,26.0,0.96,35,1.2,18N16P,22.7,0.996,0.4215,0.96,0.77
95.0,59.2,0.6,84,1.15,12N14P,6.5,3.186,1.5822,0.92,1.96
95.3,28.2,0.95,79,1.18,24N20P,6.8,1.567,1.4411,0.94,0.94
53.3,26.5,0.61,34,1.12,18N16P,40.8,0.244,0.2309,0.9,0.28
103.6,26.4,0.88,40,1.29,18N16P,15.0,1.755,0.6119,1.03,1.04
61.5,15.5,0.65,70,1.14,24N20P,22.0,0.17,0.4367,0.91,0.22
66.6,40.1,0.63,64,1.27,12N10P,15.9,0.791,0.6254,1.02,0.65
82.5,52.5,0.71,24,1.3,18N16P,15.8,2.016,0.5857,1.04,1.31
84.8,35.8,1.0,18,1.3,18N16P,30.3,1.612,0.3045,1.04,0.95
94.4,58.6,0.92,96,1.27,12N10P,5.2,3.135,1.9413,1.02,1.92
59.8,51.1,0.56,75,1.26,12N14P,11.2,0.674,0.8323,1.01,0.67
48.4,42.0,0.61,55,1.25,12N8P,22.8,0.228,0.3983,1.0,0.36
98.7,12.1,0.83,46,1.18,12N14P,44.5,0.534,0.1874,0.94,0.43
44.0,33.3,0.94,41,1.29,9N6P,64.4,0.168,0.1606,1.03,0.24
56.1,16.3,0.82,35,1.16,36N30P,31.0,0.144,0.3152,0.93,0.19
56.2,21.8,0.52,97,1.17,36N30P,7.7,0.217,1.2027,0.94,0.25
101.7,40.5,0.55,11,1.17,12N8P,67.0,1.793,0.1549,0.94,1.54
89.8,11.9,0.96,13,1.17,12N10P,211.4,0.465,0.0466,0.94,0.35
113.4,16.9,0.97,87,1.11,12N8P,15.9,1.418,0.5349,0.89,0.8
41.4,14.2,0.75,72,1.14,12N10P,75.1,0.053,0.1349,0.91,0.09
40.9,53.0,0.56,30,1.28,12N8P,37.8,0.248,0.2363,1.02,0.33
89.6,27.3,0.94,90,1.23,12N8P,12.1,1.086,0.7774,0.98,0.81
46.1,56.4,0.94,13,1.25,12N8P,82.0,0.254,0.1172,1.0,0.44
65.8,29.3,0.74,12,1.25,18N16P,72.0,0.583,0.1242,1.0,0.47
107.4,32.8,0.94,65,1.28,24N22P,5.9,2.888,1.693,1.02,1.39
68.2,41.0,0.59,78,1.16,12N10P,11.8,0.786,0.731,0.93,0.7
90.9,56.6,0.9,23,1.16,9N6P,31.4,2.616,0.2962,0.93,1.72
73.0,53.4,0.92,54,1.14,12N14P,13.6,1.255,0.6839,0.91,1.05
96.1,32.0,0.6,79,1.19,24N20P,5.6,2.026,1.6843,0.95,1.09
66.6,29.3,0.75,35,1.2,12N10P,37.6,0.401,0.2347,0.96,0.48
101.3,28.3,1.0,37,1.24,9N6P,34.6,1.79,0.2838,0.99,1.07
50.8,59.8,0.96,23,1.23,9N6P,53.3,0.428,0.1797,0.98,0.57
66.5,32.7,0.95,25,1.16,24N22P,27.8,0.541,0.3573,0.93,0.53
60.4,50.8,0.94,30,1.13,36N30P,10.8,0.533,0.8802,0.9,0.68
42.6,46.8,0.82,83,1.13,24N20P,9.4,0.217,1.0412,0.9,0.31
96.8,41.7,0.58,40,1.19,12N8P,16.5,2.755,0.5602,0.95,1.44
98.1,13.3,0.7,82,1.28,36N30P,8.4,0.81,1.1931,1.02,0.47
108.4,44.2,0.72,23,1.12,12N14P,26.3,2.612,0.359,0.9,1.91
94.9,14.8,0.64,36,1.18,12N10P,50.5,0.695,0.1735,0.94,0.49
112.0,54.2,0.93,50,1.22,9N6P,13.2,4.836,0.8033,0.98,2.5
83.8,26.0,0.73,21,1.3,24N20P,24.5,0.946,0.3436,1.04,0.67
111.3,22.2,0.65,37,1.12,24N20P,15.9,1.671,0.5974,0.9,1.01
91.5,57.9,0.6,40,1.16,12N14P,13.6,1.961,0.7153,0.93,1.78
98.9,29.4,0.57,45,1.15,9N6P,27.8,1.204,0.3293,0.92,1.06
102.0,39.5,0.68,27,1.2,18N16P,16.2,2.051,0.5696,0.96,1.51
51.0,46.0,0.93,26,1.12,12N8P,50.7,0.374,0.1909,0.9,0.44
85.2,59.9,0.83,93,1.13,12N8P,5.7,2.017,1.5437,0.9,1.6
86.7,33.6,0.52,33,1.29,18N16P,17.6,1.588,0.5423,1.03,0.93
90.9,25.4,0.93,50,1.2,24N22P,11.9,1.008,0.7961,0.96,0.77
90.7,44.7,0.6,32,1.25,24N20P,9.7,1.691,0.9436,1.0,1.35
89.3,16.3,0.63,39,1.21,18N16P,31.4,0.832,0.2993,0.97,0.48
72.6,31.1,0.85,91,1.24,36N30P,4.2,0.771,2.1851,0.99,0.6
81.6,52.4,0.81,48,1.25,18N16P,8.5,2.054,1.107,1.0,1.28
70.8,55.7,0.97,51,1.11,24N20P,7.2,1.209,1.2676,0.89,1.03
71.2,16.2,0.57,80,1.14,18N16P,21.0,0.297,0.4569,0.91,0.3
101.9,25.6,0.61,42,1.1,24N20P,14.0,1.444,0.7028,0.88,0.98
91.7,26.7,0.64,31,1.17,24N20P,19.5,0.89,0.5161,0.94,0.83
47.5,18.7,0.96,17,1.11,24N22P,103.3,0.093,0.093,0.89,0.16
42.4,27.6,0.63,45,1.29,24N20P,24.7,0.099,0.3842,1.03,0.18
66.9,27.8,0.73,55,1.1,24N22P,15.7,0.487,0.6451,0.88,0.46
77.2,16.2,0.89,97,1.24,36N30P,7.0,0.524,1.2909,0.99,0.35
107.3,30.5,0.67,82,1.26,24N22P,5.1,2.46,1.97,1.01,1.29
67.9,28.0,0.58,70,1.19,36N30P,7.1,0.45,1.3732,0.95,0.47
53.3,18.4,0.63,22,1.2,24N22P,70.5,0.129,0.148,0.96,0.19
45.5,26.3,0.6,48,1.12,9N6P,71.8,0.116,0.1372,0.9,0.2
46.6,40.5,0.94,51,1.13,24N22P,15.1,0.216,0.6036,0.9,0.32
61.9,51.6,0.79,53,1.13,24N20P,8.8,0.669,1.0897,0.9,0.73
78.6,28.7,0.73,74,1.21,24N22P,8.4,0.928,1.1646,0.97,0.65
79.4,41.8,0.86,64,1.2,18N16P,9.0,1.174,1.0964,0.96,0.97
81.8,31.4,0.72,86,1.29,36N30P,3.7,0.705,2.4685,1.03,0.77
98.0,16.1,0.87,14,1.12,24N22P,72.0,0.628,0.1428,0.9,0.57
101.0,49.1,0.94,69,1.16,18N16P,5.9,2.874,1.7163,0.93,1.84
65.5,19.2,0.97,57,1.15,12N10P,42.6,0.34,0.2331,0.92,0.3
62.9,28.5,0.96,17,1.24,24N22P,44.0,0.313,0.2134,0.99,0.41
74.3,49.0,0.93,43,1.16,24N20P,8.7,1.206,1.0354,0.93,0.99
101.5,20.7,0.65,24,1.14,9N6P,78.3,1.329,0.1255,0.91,0.78
56.5,56.8,0.52,40,1.16,18N16P,14.8,0.439,0.6441,0.93,0.67
116.5,47.9,0.56,67,1.21,36N30P,2.4,4.124,3.9729,0.97,2.39
70.6,35.5,0.76,94,1.12,24N22P,6.3,0.719,1.5136,0.9,0.65
108.4,17.3,0.78,70,1.13,12N10P,21.7,1.237,0.4307,0.9,0.75
56.5,12.6,0.99,64,1.27,36N30P,19.4,0.135,0.4863,1.02,0.15
115.1,22.5,0.52,78,1.16,12N14P,14.1,1.844,0.6866,0.93,1.1
80.9,24.1,0.83,73,1.11,12N8P,22.0,0.574,0.4539,0.89,0.58
97.3,24.4,0.58,90,1.28,12N14P,11.5,1.479,0.7975,1.02,0.85
43.5,16.0,0.96,10,1.14,36N30P,152.2,0.067,0.0656,0.91,0.11
