id,stator_od_mm,stator_id_mm,stack_length_mm,slots,poles,turns_per_slot,airgap_mm,ref_voltage_v,kv_rpm_v,kt_nm_a,rated_torque_nm,rated_current_a,resistance_ohm,efficiency_est,mass_est_kg
1343,144.97,103.85,144.01,36,30,16,0.427,48,3.9497603866694257,2.4491,26.637853673148214,11.11,0.5413,0.414,54.154
1344,145.5,85.89,113.62,36,24,56,0.56,48,1.819280258590591,5.3309,32.77131611187449,6.12,2.7211,0.3403,57.601
1345,114.87,58.0,121.03,12,10,42,0.74,48,9.006698862424033,1.0628,10.660252161401246,9.98,0.4753,0.4918,43.732
1346,117.96,63.92,79.84,36,30,10,0.892,48,19.54911863249453,0.4823,8.523505440845595,17.63,0.1192,0.2087,28.845
1347,55.32,33.78,20.5,24,20,34,0.329,12,75.636273189288,0.1274,0.2748908659437757,2.06,0.6935,0.226,1.446
1348,142.53,80.37,191.59,36,24,53,0.609,48,1.420007859266439,6.7438,28.42429261194906,4.31,5.9576,0.1967,97.565
1349,59.5,30.81,74.03,12,8,13,0.387,12,101.91286251712508,0.0924,0.5877333821954702,6.11,0.1442,0.3161,7.05
1350,110.94,70.38,25.72,36,24,71,0.57,48,7.930742454812031,1.2221,3.0025594324326965,2.4,2.3868,0.3637,6.951
1351,125.62,80.56,69.75,18,12,16,0.321,48,20.331925406544453,0.4616,8.456546489547735,18.77,0.09,0.507,23.815
1352,53.43,36.61,77.88,24,22,61,0.949,12,9.05822332927597,1.0633,0.4196731467366605,0.38,21.6055,0.1068,4.335
1353,100.43,64.76,34.91,36,30,48,0.731,48,10.097689932347652,0.9531,2.2743630081394923,2.3,2.1156,0.2364,7.56
1354,33.54,16.96,38.09,24,20,26,0.332,12,105.10936654685956,0.0923,0.12154550435824708,1.25,1.3663,0.1023,1.172
1355,31.89,16.19,23.28,12,14,76,0.447,12,105.01023916920848,0.0901,0.02703468843556544,0.29,6.0806,0.0718,0.646
1356,47.97,24.98,10.34,24,22,28,0.523,12,219.3916273986034,0.0434,0.08821034935623774,2.03,0.3211,0.0996,0.637
1357,109.78,77.53,120.28,12,8,65,0.589,48,5.439595669888755,1.7828,4.673532687963231,2.62,2.9115,0.488,26.701
1358,118.82,65.75,28.75,18,16,37,0.743,48,29.072192755135692,0.3284,3.342057932886565,10.27,0.1877,0.3553,10.35
1359,145.74,78.22,128.24,36,24,78,0.673,48,1.3889496271264599,6.7675,28.462990667830102,4.04,6.3881,0.2014,71.279
1360,38.61,28.48,23.05,36,24,47,0.575,12,34.604747242177616,0.2747,0.09969361221973609,0.35,8.4449,0.2156,0.576
1361,147.52,83.03,216.03,36,30,43,0.44,48,1.4160160306200127,6.6945,38.509274957505,5.79,4.0422,0.2149,118.061
1362,42.24,29.69,9.31,36,24,69,0.707,12,51.40619877414513,0.1854,0.04496312897426181,0.23,8.9707,0.1595,0.309
1363,42.46,31.26,20.42,18,12,73,0.876,12,47.43059582158082,0.1983,0.06606336971950763,0.35,6.9447,0.2463,0.62
1364,55.55,34.65,81.93,24,22,66,0.383,12,8.269022559493372,1.145,0.7122728020253098,0.65,14.3427,0.0815,5.675
1365,60.81,31.36,28.37,12,14,42,0.952,24,87.16376534977844,0.1112,0.2773236311597983,2.51,0.5209,0.1291,2.83
1366,52.83,33.99,24.67,24,20,38,0.34,12,51.20711125726653,0.1842,0.18011411630681481,0.97,1.9001,0.1592,1.483
1367,75.6,51.79,30.45,36,24,43,0.317,24,16.919165879470878,0.5546,0.6322071755626746,1.18,3.1932,0.2528,3.395
1368,127.57,89.86,137.13,12,10,23,0.624,48,10.935864935744878,0.8875,10.65488232744088,12.52,0.2467,0.5638,41.318
1369,52.24,36.35,33.01,12,10,29,0.662,12,116.44354804475292,0.0834,0.21505471914531293,2.6,0.4037,0.3139,1.708
1370,50.95,30.64,56.17,18,16,5,0.477,12,227.37175442101395,0.0422,0.41413208642209876,9.6,0.0396,0.1228,3.422
1371,92.13,59.05,18.66,18,12,36,0.888,24,54.45396937663751,0.1728,0.6366958514091179,3.82,0.3594,0.3193,3.43
1372,128.39,65.5,71.14,12,14,24,0.365,48,29.09684010797775,0.3293,9.236107036490493,27.33,0.0656,0.3696,31.885
1373,131.45,74.84,143.79,24,20,74,0.673,48,1.9179013860594087,4.9476,22.28398176182074,4.34,4.2928,0.295,61.726
1374,145.19,96.35,168.05,9,6,40,0.418,48,6.19913890901107,1.5704,17.98028203387952,11.54,0.4404,0.6407,72.873
1375,133.14,89.63,125.63,18,16,76,0.321,48,2.4755759488614726,3.8122,14.3113104737892,3.75,3.5631,0.3903,44.761
1376,38.97,26.12,17.24,36,24,45,0.581,12,54.944518586233954,0.1757,0.05213175454859275,0.31,7.0379,0.1244,0.53
1377,125.55,64.58,142.26,9,6,45,0.425,48,11.562107062278884,0.8361,11.248092288200613,13.89,0.3341,0.5881,60.617
1378,126.31,64.3,68.04,18,12,48,0.344,48,9.254148890563332,1.0505,9.904869735703324,9.23,0.5164,0.4935,29.558
1379,112.5,60.6,147.83,36,30,78,0.708,48,1.5068161990488633,6.264,15.921872391681445,2.51,11.6253,0.1557,48.81
1380,131.66,86.62,104.56,36,24,63,0.721,48,1.7191808779817341,5.5155,14.525626278956818,2.54,6.8443,0.3048,37.782
1381,30.74,22.58,13.74,24,20,78,0.476,12,64.84438742515614,0.1455,0.01395220811677455,0.1,21.8573,0.1037,0.22
1382,102.26,76.68,132.12,24,20,66,0.569,48,2.2936964790109906,4.1346,6.687063840182596,1.7,9.0525,0.3422,22.226
1383,44.63,29.72,39.41,24,22,38,0.314,12,30.307197281349158,0.3122,0.25747361463987534,0.8,3.4085,0.1979,1.606
1384,104.88,62.8,73.95,24,22,12,0.844,48,27.035600944564134,0.348,3.9190181709269516,11.6,0.1405,0.17,19.181
1385,120.99,73.52,132.27,24,22,10,0.535,48,15.74307724765442,0.5969,20.47146463788302,33.37,0.0697,0.3375,44.887
1386,136.53,96.7,145.88,24,22,66,0.764,48,1.6226864199381408,6.0116,19.428401691477987,3.16,5.4437,0.3246,49.812
1387,146.05,78.29,106.42,24,20,35,0.85,48,5.37605907339331,1.7582,25.227665048460285,14.01,0.4805,0.4225,59.46
1388,137.49,85.59,31.5,12,10,19,0.573,48,57.87700226553123,0.1625,3.5962651175112343,21.68,0.042,0.4191,13.403
1389,105.18,56.21,26.25,18,16,12,0.948,48,124.49153176036822,0.0781,1.9154532852071797,25.41,0.022,0.2097,7.626
1390,140.55,77.8,101.47,18,16,65,0.804,48,3.6339278599847846,2.5631,14.634639393335316,5.7,1.6335,0.4373,51.099
1391,140.92,83.25,167.38,36,24,19,0.409,48,3.768938885344295,2.5981,32.39558716954815,13.12,0.618,0.4138,79.534
1392,58.45,42.96,13.62,12,10,17,0.724,12,310.11114329498696,0.0308,0.06543243964127422,2.12,0.1787,0.1807,0.786
1393,129.46,93.91,95.93,12,14,15,0.459,48,22.718450541614505,0.42,6.32150253568507,15.81,0.0969,0.3939,28.0
1394,110.23,58.74,36.46,18,12,61,0.522,48,15.114105502543822,0.6221,2.3216769493058864,3.64,0.9985,0.38,11.658
1395,91.1,57.45,101.87,18,16,51,0.428,24,7.377944470105974,1.2852,3.1352820457682915,2.38,2.9623,0.2955,18.719
1396,31.56,21.37,9.7,12,10,74,0.484,12,215.04191513081923,0.0448,0.017562292087407734,0.4,2.4646,0.1801,0.192
1397,101.44,52.77,52.74,12,14,20,0.609,48,56.2810224729662,0.1675,3.0380930036375053,18.96,0.0596,0.216,14.549
1398,93.67,66.75,21.9,36,30,15,0.32,24,51.54546098786197,0.1831,1.0693498918509345,5.73,0.1849,0.2079,3.476
1399,143.22,84.31,51.2,18,16,24,0.464,48,19.479307320491344,0.4874,9.548694120483718,18.97,0.1065,0.3806,25.226
1400,134.74,75.72,191.73,12,8,69,0.483,48,3.0015811030732698,3.1572,30.414483049159475,9.65,1.2489,0.4673,87.539
1401,84.49,43.44,76.47,36,24,79,0.506,24,3.6610735824385854,2.578,2.9778002720736194,1.13,13.69,0.1343,14.761
1402,43.21,28.06,16.52,24,20,18,0.337,12,179.56902946263676,0.0522,0.06470965863785705,1.2,0.5113,0.0965,0.656
1403,50.66,36.24,50.1,18,16,51,0.637,12,24.12733401875004,0.4035,0.4797972008871838,1.21,2.9491,0.3067,2.307
1404,48.12,24.29,49.26,12,10,53,0.318,12,52.3146822185608,0.1836,0.25569163987353494,1.41,1.734,0.281,3.124
1405,56.11,30.31,24.93,12,8,31,0.605,12,132.279085178274,0.0722,0.20143564760004076,2.91,0.2991,0.2834,2.042
1406,102.87,63.18,95.79,18,16,26,0.969,48,12.23027045969438,0.785,5.4067296437943995,6.68,0.5159,0.3379,23.207
1407,49.84,29.28,48.55,24,20,35,0.837,12,32.64056403242348,0.2973,0.4172947424623351,1.41,2.1368,0.2055,2.902
1408,106.78,53.63,71.68,24,20,17,0.307,48,21.050248936122014,0.45,7.357469945031194,15.58,0.1416,0.3142,22.462
1409,125.16,83.87,81.09,36,30,74,0.346,48,1.993631780293439,4.6757,12.98025179663166,2.91,5.5512,0.3185,25.723
1410,50.24,31.92,24.34,24,22,62,0.339,12,35.98058316115968,0.2708,0.21277193780088716,0.8,3.6963,0.2035,1.347
1411,93.28,57.39,19.34,12,10,29,0.397,24,98.23390683638038,0.0978,0.8410319305610525,8.9,0.1001,0.3561,3.845
1412,53.61,39.6,39.48,9,6,43,0.692,12,55.4908472577961,0.1716,0.15738734614413452,0.96,1.537,0.3962,1.895
1413,97.04,62.27,128.95,18,12,38,0.384,24,7.4238923300256845,1.3058,5.93557017335885,4.76,1.375,0.3749,26.256
1414,77.37,42.07,114.96,36,24,10,0.325,24,24.83350687343166,0.3907,2.9391100756891717,7.51,0.3851,0.1819,17.819
1415,76.2,55.73,16.17,24,22,50,0.328,24,34.803381849124406,0.2746,0.46619522769252414,1.67,1.2183,0.3054,1.605
1416,82.58,50.53,98.76,12,8,55,0.708,24,11.004605500034542,0.8624,2.373840565322844,2.66,1.9221,0.4426,15.485
1417,146.33,94.74,110.99,12,8,18,0.442,48,15.201393762262724,0.6234,22.366587848322244,35.0,0.0589,0.6724,50.736
1418,90.97,65.4,114.78,18,16,41,0.987,24,6.757586366650397,1.4307,4.655304247327593,3.42,1.8716,0.3681,16.868
1419,68.93,42.79,96.77,24,22,7,0.847,24,52.402967172462354,0.1851,2.4844942684161895,12.9,0.0908,0.1792,10.386
1420,129.19,68.12,121.01,12,10,25,0.653,48,14.231397092200332,0.6844,19.601036506197616,27.52,0.105,0.6073,53.599
1421,47.18,28.44,16.09,36,24,38,0.455,12,64.67955200994462,0.1472,0.12012279150867762,0.82,2.1471,0.1361,0.838
1422,42.46,28.19,56.68,24,22,74,0.565,12,12.552835542121501,0.7552,0.3081808786421741,0.39,18.6966,0.138,2.1
1423,82.86,55.85,46.67,18,16,9,0.961,24,84.01929344074885,0.1143,2.108091088006686,18.77,0.0341,0.2975,6.425
1424,79.32,52.1,64.51,12,10,74,0.961,24,11.452364914075456,0.8319,2.0569800391032236,2.58,1.8837,0.4655,8.484
1425,87.23,51.58,81.88,18,12,20,0.352,24,23.739195437643918,0.4041,3.6285408750976873,8.81,0.2557,0.4564,14.892
1426,69.6,50.89,78.33,9,6,9,0.537,24,106.50237093106557,0.0892,0.37244228082217073,4.33,0.1263,0.2273,6.494
1427,74.96,52.73,47.08,36,24,22,0.769,24,19.881099615886704,0.4736,1.121132703193743,2.4,1.1736,0.2339,4.913
1428,139.72,78.51,194.04,12,14,60,0.421,48,3.2401062742015507,2.9527,27.70049281876128,9.12,1.1657,0.4259,95.284
1429,118.77,69.67,113.91,24,20,29,0.9,48,6.5867124416251475,1.454,13.506968349653562,9.73,0.6023,0.4394,38.736
1430,122.62,66.04,128.99,9,6,30,0.449,48,15.965966659007178,0.5967,12.916536175410364,21.28,0.1346,0.6664,50.611
1431,39.96,21.8,14.64,9,6,58,0.817,12,251.04223129342233,0.0383,0.055189762135497845,1.42,0.5976,0.2768,0.603
1432,130.74,67.4,168.63,12,10,50,0.931,48,5.591135094545635,1.7081,21.618032645765354,12.17,0.6315,0.511,77.791
1433,124.25,67.71,55.01,12,14,20,0.781,48,40.23713994885041,0.2336,5.009635148597155,21.41,0.0581,0.276,21.945
1434,42.48,28.42,61.49,24,20,49,0.54,12,16.752201431199033,0.5666,0.32463367312812635,0.6,8.6762,0.2124,2.253
1435,116.34,80.34,113.22,12,10,46,0.743,48,7.446968459958594,1.2665,9.653110304830072,7.7,0.6721,0.5843,29.462
1436,53.32,32.14,23.37,24,20,11,0.38,12,170.58776971424822,0.0558,0.3154046076407648,5.9,0.086,0.1857,1.555
1437,85.79,63.21,37.37,12,10,45,0.441,24,28.637272952276504,0.3283,0.744616519969299,2.17,0.9729,0.4195,4.621
1438,102.24,57.76,73.92,36,24,50,0.736,48,4.445039426984074,2.1271,3.5860191680995452,1.76,5.5034,0.2811,19.337
1439,43.84,25.18,35.3,9,6,43,0.576,12,112.11130765988611,0.0843,0.10617522648644177,1.3,0.9234,0.335,1.671
1440,145.21,106.46,30.59,18,12,60,0.465,48,9.827915669613162,0.9583,3.4038979798421676,3.4,1.1497,0.4871,10.963
1441,115.82,82.32,54.42,9,6,53,0.567,48,18.67064013305306,0.5128,3.1468888392575325,6.16,0.47,0.6138,13.274
1442,137.95,100.55,139.69,36,30,26,0.535,48,2.63562375904461,3.6683,21.21043908801671,5.94,1.5954,0.3883,45.804
1443,68.09,49.55,41.18,24,22,76,0.924,24,10.35916024154026,0.9183,1.030552233222064,1.09,5.5341,0.3121,3.302
1444,143.83,95.25,165.58,24,22,76,0.609,48,1.2065041711277176,8.1516,29.05075086173927,3.47,6.3965,0.2517,70.682
1445,67.36,41.05,80.93,36,30,61,0.517,24,5.278189040210171,1.8334,1.3497527812409749,0.72,17.5271,0.1521,8.484
1446,115.93,74.73,111.87,36,24,18,0.637,48,7.055861587450633,1.3463,13.13014029550401,9.7,0.5391,0.4051,32.3
1447,79.62,49.38,88.99,12,8,35,0.962,24,20.742400240750058,0.4661,2.5829941303961084,5.38,0.5519,0.4907,12.759
1448,48.11,36.03,62.0,24,22,22,0.379,12,33.256728690645964,0.2839,0.31001631124992085,1.08,2.2363,0.216,2.317
1449,77.96,54.32,97.91,36,30,40,0.337,24,4.912520150138396,1.9599,4.3179762957633345,2.12,4.742,0.2437,11.25
1450,48.85,36.1,56.77,12,8,74,0.739,12,20.41784849947263,0.4694,0.2344207837340255,0.51,8.0087,0.302,2.26
1451,75.52,48.49,36.87,12,14,9,0.825,24,162.8020913096098,0.0582,0.8295042643393168,14.12,0.0271,0.1948,4.543
1452,39.0,20.24,15.29,36,24,55,0.683,12,65.93286225443947,0.1437,0.049600797146377586,0.33,7.0628,0.0821,0.625
1453,87.05,46.15,96.34,18,16,49,0.964,24,10.051084842864922,0.9425,5.2361816665142875,5.34,1.1808,0.3351,19.289
1454,126.97,90.19,75.82,12,8,60,0.735,48,7.392040384081265,1.2718,6.828457952688695,5.43,0.9391,0.6148,22.254
1455,60.15,37.67,50.22,24,20,10,0.871,24,85.89084576369727,0.1109,0.7145715248576493,6.77,0.1344,0.1557,4.059
1456,130.4,72.58,138.43,36,30,27,0.964,48,3.7329241401830497,2.562,15.599763676004835,5.86,1.6306,0.2817,59.716
1457,107.38,53.82,123.89,12,8,42,0.762,48,11.902342152962344,0.8059,7.109135435676822,9.27,0.5171,0.5265,39.316
1458,147.08,77.02,178.91,12,14,49,0.629,48,4.680723783567554,2.0866,34.24764048882554,16.77,0.4809,0.4957,103.246
1459,36.6,19.82,7.5,12,10,13,0.671,12,1716.8003086740543,0.0055,0.020890012163834522,3.78,0.0388,0.0743,0.261
1460,147.23,96.82,182.61,36,24,14,0.802,48,4.451656001833782,2.1196,48.276291847740985,22.09,0.2962,0.4396,82.566
1461,51.93,33.66,53.07,24,20,23,0.313,12,39.19492713373436,0.2399,0.6792561405387206,2.81,0.774,0.2782,3.049
1462,64.71,46.31,45.47,12,10,15,0.915,24,85.70369882949365,0.112,0.46647160063180104,4.27,0.1717,0.2993,3.414
1463,127.71,72.89,71.52,36,24,34,0.824,48,5.965961304124551,1.5818,10.229088166096307,6.24,1.0468,0.345,28.913
1464,105.37,63.97,28.63,36,30,45,0.41,48,13.641956159154375,0.6948,2.276975157697861,3.23,1.2002,0.224,7.38
1465,78.32,46.5,86.88,12,8,64,0.944,24,11.738413441781324,0.8107,3.8514029863515646,4.75,1.1093,0.4759,12.686
1466,47.92,35.86,21.44,9,6,38,0.317,12,136.31472536308246,0.0696,0.05480762918245415,0.78,1.0966,0.3265,0.796
1467,136.84,100.94,130.18,9,6,10,0.338,48,28.245055629250555,0.3319,7.773222107816055,24.49,0.043,0.5733,40.839
1468,87.24,53.07,51.01,9,6,47,0.947,24,30.815770860852158,0.3042,0.9787527680670438,3.18,0.6631,0.4473,8.988
1469,32.78,19.52,41.48,12,10,51,0.363,12,67.86863621594438,0.142,0.11600533326161949,0.83,2.3702,0.2711,1.058
1470,114.96,61.62,167.25,24,22,62,0.827,48,2.4097271841004124,4.0506,19.65226585775877,4.98,3.5635,0.2904,57.908
1471,140.51,86.63,48.18,18,16,49,0.827,48,10.029505098925958,0.9483,9.154034151184957,9.94,0.3999,0.5332,21.675
1472,149.45,81.86,137.82,9,6,44,0.856,48,9.072931110828096,1.0602,16.706572967529816,16.1,0.2869,0.6192,79.205
1473,102.71,53.12,55.27,12,10,50,0.345,48,21.77326486508914,0.4295,3.1256314575853548,7.43,0.3945,0.4547,15.701
1474,130.54,70.69,75.22,12,8,52,0.71,48,12.797299492307584,0.7404,9.816153915192547,13.66,0.3018,0.5588,33.297
1475,98.39,65.39,25.76,12,14,80,0.606,24,20.751142068196042,0.4626,1.0174280424895064,2.25,1.3548,0.3564,5.118
1476,143.07,107.13,162.07,24,22,76,0.65,48,1.2746380356780869,7.307,16.12786156061281,2.18,10.0759,0.2519,53.554
1477,124.42,71.9,104.79,9,6,33,0.966,48,18.301132930961924,0.5244,8.27165735784956,16.44,0.1653,0.6034,39.713
1478,90.25,54.07,22.74,18,12,9,0.883,24,198.18136776619315,0.0484,1.0049874957826161,21.26,0.0177,0.2207,4.365
1479,90.78,51.62,96.93,9,6,56,0.701,24,14.435226133780349,0.6497,3.6571122713204773,5.57,0.7266,0.5014,19.867
1480,86.98,53.18,87.97,12,10,62,0.98,24,11.054761827544633,0.8558,3.7386363838191743,4.48,1.1746,0.4444,15.316
1481,65.38,48.35,94.52,24,22,48,0.601,24,7.5141943403051545,1.2559,1.4822466916145005,1.16,6.825,0.2663,6.726
1482,132.87,95.72,71.12,18,12,22,0.428,48,16.172615274993984,0.6011,6.442496606064172,10.97,0.2233,0.5237,22.2
1483,42.93,30.25,63.49,9,6,61,0.663,12,38.68631292993018,0.2511,0.15618847597043864,0.62,4.5277,0.3597,2.165
1484,62.16,40.34,71.9,18,12,54,0.766,24,13.567021159854935,0.7088,0.7093156028500917,0.99,5.3031,0.3021,5.913
1485,57.11,42.52,59.21,36,30,11,0.88,12,42.10360865184449,0.2312,0.6880595327419844,3.06,0.5559,0.1895,3.163
1486,113.1,80.23,147.86,12,10,23,0.979,48,13.259302119630973,0.7327,4.938673521796486,6.8,0.4752,0.3937,34.535
1487,134.29,73.27,49.09,24,22,60,0.366,48,6.93131704279947,1.3771,6.531744655754312,4.93,1.199,0.3477,22.85
1488,89.29,56.68,57.28,18,12,30,0.369,24,21.02811218505032,0.4462,1.9162167786444853,4.18,0.6052,0.4058,10.02
1489,119.23,70.88,128.81,12,14,5,0.527,48,67.37750336371985,0.1428,9.101354066621004,61.57,0.01,0.252,43.524
1490,78.39,44.38,100.94,24,20,43,0.962,24,8.00044549882157,1.1997,3.2205834653872505,2.81,2.674,0.3017,15.488
1491,81.84,58.26,78.79,12,8,30,0.662,24,23.861453321759186,0.4051,1.2686479478059653,3.18,0.7436,0.4721,9.57
1492,79.63,42.07,119.28,36,24,47,0.555,24,4.2928680031591435,2.2351,4.7357800087239275,2.05,6.8755,0.162,20.039
1493,42.82,30.82,11.48,24,20,51,0.743,12,85.73549210512813,0.1136,0.03918382292779646,0.36,3.789,0.1301,0.373
1494,112.69,62.11,60.06,9,6,33,0.643,48,31.18340984441585,0.3052,5.497003842748819,17.28,0.1006,0.6079,19.517
1495,44.63,27.19,17.62,18,16,66,0.479,12,67.95538533492001,0.1389,0.08083669452798109,0.57,3.3043,0.1865,0.811
1496,94.65,69.13,40.87,18,16,6,0.562,24,124.23712996344443,0.0779,1.277989666913778,16.55,0.0245,0.2267,6.279
1497,44.89,27.12,36.05,18,16,42,0.336,12,55.38567215115826,0.1746,0.1790096576305679,1.05,2.0388,0.1954,1.696
1498,128.02,72.79,78.13,12,8,64,0.639,48,7.938787337713632,1.172,8.305524995743104,7.33,0.7183,0.5696,31.851
1499,144.13,74.07,215.22,12,10,36,0.568,48,5.358856502273722,1.774,30.21861357305836,17.59,0.3951,0.5234,120.93
1500,69.83,51.25,59.6,24,22,51,0.715,24,9.361583560063021,1.0018,1.0057924391367121,1.04,5.3702,0.2816,4.929
1501,58.81,35.27,20.24,12,10,79,0.32,12,48.58021943880094,0.1956,0.21498487142460768,1.15,1.7672,0.3602,1.648
1502,114.58,71.1,84.7,18,16,9,0.496,48,37.515072252139994,0.2522,6.789220616322262,25.79,0.0423,0.2649,25.137
1503,99.09,68.0,122.18,12,8,28,0.316,24,13.632320857918588,0.7151,5.292915456566761,7.5,0.4348,0.514,23.33
1504,76.18,41.0,49.37,18,16,70,0.458,24,15.543058335457973,0.6229,1.606614233490323,2.46,2.0052,0.3256,7.482
1505,83.73,53.73,18.63,9,6,19,0.34,24,221.10610744846224,0.0432,0.30381680117789617,7.3,0.0663,0.3141,2.825
1506,80.48,50.42,99.08,36,30,11,0.909,24,19.11459515568197,0.4901,2.5755845457435425,5.52,0.504,0.1621,14.332
1507,130.44,65.8,79.9,18,12,39,0.363,48,9.780209332388427,0.9814,10.36450418735721,10.36,0.4292,0.4877,37.249
1508,45.7,25.88,18.38,18,16,52,0.334,12,83.83275487232261,0.1129,0.07871818495201723,0.72,2.1119,0.1467,0.959
1509,119.44,87.35,83.43,18,16,34,0.549,48,7.692376659323915,1.2336,8.48210838031186,7.1,0.5935,0.5426,20.351
1510,135.74,78.56,68.39,9,6,53,0.603,48,15.722676215566109,0.5956,7.272191668425573,12.27,0.2682,0.6115,30.804
1511,110.55,58.56,78.42,24,20,8,0.954,48,45.12435405541205,0.2083,5.50008644404854,25.83,0.044,0.1657,25.342
1512,70.77,52.48,89.32,36,24,39,0.358,24,5.627615687976998,1.7025,2.0327170343230403,1.17,7.66,0.2595,7.403
1513,68.81,37.26,85.26,24,20,11,0.729,24,47.23171721239817,0.2002,1.4187100344563306,6.83,0.2373,0.1346,10.486
1514,93.13,69.02,98.89,12,14,48,0.876,24,9.224438387872288,1.0431,2.3123421172108003,2.15,2.1877,0.3628,14.212
1515,106.82,68.06,131.94,12,14,11,0.374,48,29.723218300099862,0.3168,8.83935139110244,26.65,0.0513,0.3092,32.869
1516,67.54,47.31,33.42,18,16,28,0.519,24,48.56159354848738,0.1977,0.6354974459063876,3.12,0.4746,0.2645,2.854
1517,133.2,95.7,94.94,18,16,70,0.35,48,3.0751914562582576,3.1005,16.87342970924908,5.49,1.7875,0.4732,29.95
1518,57.98,41.39,59.41,12,14,56,0.843,12,23.616307161074204,0.3972,0.5968363239309415,1.44,2.2853,0.2876,3.599
1519,71.44,37.91,84.84,24,22,66,0.555,24,6.689917681450795,1.4268,1.7812898237241828,1.29,7.5006,0.2256,11.432
1520,98.82,57.59,128.89,24,22,21,0.934,24,9.362470534258424,1.0317,10.28637612593826,9.99,0.4691,0.3823,30.549
1521,64.77,32.79,85.98,24,20,22,0.851,24,23.63509672880084,0.4012,1.4987377028427395,3.76,0.8613,0.2187,9.861
1522,106.04,59.9,79.35,12,14,67,0.431,48,8.714317755361138,1.084,4.660047726753168,4.27,1.2529,0.415,22.331
1523,76.81,39.62,80.28,18,12,73,0.595,24,7.947162659005743,1.2108,1.9552149095149485,1.62,4.8513,0.3042,12.777
1524,139.68,78.55,139.87,36,24,14,0.674,48,6.216604499950524,1.5713,25.33818235779376,16.28,0.3087,0.3689,68.584
1525,149.95,74.99,89.9,24,20,78,0.554,48,2.9184527148915036,3.3403,16.48177328148834,5.12,2.5118,0.3561,55.714
1526,136.27,79.59,36.34,24,22,68,0.978,48,7.692087338201334,1.2221,4.857839352076149,4.08,1.3279,0.3498,16.341
1527,33.68,25.09,7.09,36,24,72,0.501,12,67.65881208334386,0.1387,0.017274118766556157,0.13,13.6213,0.1323,0.131
1528,69.76,43.85,101.88,9,6,19,0.697,24,50.09810965928409,0.1877,1.3216695494290718,7.22,0.1926,0.4242,11.024
1529,140.72,102.26,51.19,9,6,65,0.626,48,11.374980458511702,0.8361,2.2784676448072028,2.6,1.4459,0.56,17.58
1530,125.42,81.17,91.89,24,20,56,0.792,48,3.3485920368634363,2.8352,10.890202856656598,3.84,2.4759,0.4167,30.872
1531,137.44,89.99,174.6,18,16,74,0.329,48,1.8660537433747069,5.0487,25.955527237517398,5.36,3.2414,0.3362,69.256
1532,35.29,24.44,40.25,9,6,45,0.385,12,97.5309340820085,0.0973,0.07877562076135383,0.81,1.7053,0.3475,0.958
1533,98.06,60.78,83.74,12,14,55,0.618,24,12.741664000174021,0.7618,3.0225894072010346,4.14,1.1112,0.3262,18.23
1534,63.46,35.42,40.69,12,10,74,0.509,24,34.53777558476007,0.2785,0.3732465010054067,1.32,2.3594,0.2397,4.147
1535,124.7,88.85,183.05,36,24,63,0.588,48,1.1177944185896032,9.0141,26.63096275142914,2.95,9.9473,0.1665,51.502
1536,110.74,64.39,111.78,24,20,75,0.752,48,2.848300617167009,3.4212,12.20649422325529,3.58,4.1346,0.3471,33.347
1537,115.61,61.29,151.01,24,22,76,0.543,48,2.2652538651661223,4.1967,18.38066190930891,4.32,4.5728,0.2664,53.342
1538,75.22,40.12,63.11,24,20,32,0.46,24,18.088192807421372,0.5218,1.6837130617418063,3.39,1.0596,0.2585,9.391
1539,93.78,69.28,37.64,36,30,44,0.774,24,8.954548411636274,1.0529,2.294150792591612,2.18,2.2054,0.3346,5.527
1540,138.29,91.74,170.65,12,10,33,0.593,48,6.0639844388596345,1.5801,13.980434788064203,8.51,0.6278,0.5036,67.175
1541,122.51,78.5,124.81,12,8,8,0.471,48,39.01607473443455,0.2418,10.260164572901358,43.93,0.0221,0.5298,40.588
